FUNCIÓN_DENOMINACIÓN,TIPO_URG,CENTRO_GESTOR,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12,EJERCIDO_ENERO_AGOSTO
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO MUSEO DEL ESTANQUILLO,,,,,,,,,,,,,"75,600"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO PARA LA PROMOCIÓN Y DESARROLLO DEL CINE MEXICANO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"20,159"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO MIXTO DE PROMOCIÓN TURÍSTICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO PARA LA ATENCIÓN Y APOYO A LAS VÍCTIMAS DEL DELITO,,,,,,,,,,,,,"965,606"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"199,278"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LA JUVENTUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"628,226"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LAS MUJERES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"59,614,577"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DEL DEPORTE DEL DISTRITO FEDERAL,,,,,,,,,,,,,"661,311"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA INTEGRACIÓN AL DESARROLLO DE LAS PERSONAS CON DISCAPACIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"5,070"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA SEGURIDAD DE LAS CONSTRUCCIONES DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),METROBÚS,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"PROCDMX, S.A. DE C.V.",,,,,,,,,,,,,"908,766"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"27,989,104"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"45,493,470"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIO DE TRANSPORTES ELÉCTRICOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"75,000"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,887,135"
LEGISLACIÓN,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,ASAMBLEA LEGISLATIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,192,181,214"
LEGISLACIÓN,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,AUDITORÍA SUPERIOR DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"395,581,514"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"1,447,931"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"2,806,860"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"11,853,030"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"199,431"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"2,443,445"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"908,803"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"1,797,906"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"4,894,164"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"303,520"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE TURISMO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,ÓRGANOS DESCONCENTRADOS,PLANTA DE ASFALTO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"118,969,220"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"CORPORACIÓN MEXICANA DE IMPRESIÓN, S.A. DE C.V.",,,,,,,,,,,,,"376,035,056"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO MUSEO DE ARTE POPULAR MEXICANO,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO PARA EL DESARROLLO SOCIAL DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"111,749,719"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,"18,673,443"
OTROS ASUNTOS SOCIALES,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,0
OTROS ASUNTOS SOCIALES,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"458,792,436"
OTROS ASUNTOS SOCIALES,DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"66,142"
OTROS ASUNTOS SOCIALES,DEPENDENCIAS,SECRETARÍA DE TURISMO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"17,162,147"
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,363,347"
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,381,000"
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"175,754,982"
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CONSEJO PARA PREVENIR Y ELIMINAR LA DISCRIMINACIÓN DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"11,738,798"
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LA JUVENTUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
OTROS ASUNTOS SOCIALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"4,980,244"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"511,040,816"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"85,034,915"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"278,958,665"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"191,339,403"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"74,085,531"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"177,920,264"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"695,079,311"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN IZTACALCO,,,,,,,,,,,,,"300,476,351"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"119,568,509"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"62,721,226"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"134,925,056"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"411,313,195"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"279,972,609"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"360,490,920"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,"107,918,760"
OTROS SERVICIOS GENERALES,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,"333,641,707"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,CONSEJERÍA JURÍDICA Y DE SERVICIOS LEGALES,,,,,,,,,,,,,"388,094,046"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,CONTRALORÍA GENERAL,,,,,,,,,,,,,"54,344,170"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,OFICIALÍA MAYOR,,,,,,,,,,,,,"598,165,123"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,PROCURADURÍA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"65,486,045"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"5,994,854"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE DESARROLLO URBANO Y VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"24,270,223"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE FINANZAS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"404,199,694"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"229,599,237"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE MOVILIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"399,269,558"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"215,412,326"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"750,428,478"
OTROS SERVICIOS GENERALES,DEPENDENCIAS,SECRETARÍA DEL TRABAJO Y FOMENTO AL EMPLEO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"19,436,240"
OTROS SERVICIOS GENERALES,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,INSTITUTO DE ACCESO A LA INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"85,912,133"
OTROS SERVICIOS GENERALES,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL ESPACIO PÚBLICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,660,185"
OTROS SERVICIOS GENERALES,ÓRGANOS DESCONCENTRADOS,CENTRO DE ATENCIÓN A EMERGENCIAS Y PROTECCIÓN CIUDADANA DE LA  CIUDAD DE MÉXICO,,,,,,,,,,,,,"28,167,984"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"34,428,841"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"27,331,958"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),ESCUELA DE ADMINISTRACIÓN PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"10,471,973"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DE RECUPERACIÓN CREDITICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"9,799,951"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LA JUVENTUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"10,764,036"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VERIFICACIÓN ADMINISTRATIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"29,134,271"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA INTEGRACIÓN AL DESARROLLO DE LAS PERSONAS CON DISCAPACIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"12,532,960"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"23,878,761"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"100,312,011"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIO DE TRANSPORTES ELÉCTRICOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"225,878,665"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,"24,280,933"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA DE TRANSPORTE COLECTIVO METRO,,,,,,,,,,,,,"1,285,387,887"
OTROS SERVICIOS GENERALES,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"105,234,301"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"71,886,986"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"99,607,247"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"144,051,578"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"114,264,694"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"122,461,031"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"473,095,117"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"3,699,438"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN IZTACALCO,,,,,,,,,,,,,"66,228,961"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"137,286,319"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"66,437,435"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"175,149,431"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"2,918,002"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"78,809,149"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"84,551,705"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,"185,334,800"
PROTECCIÓN AMBIENTAL,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,"127,544,134"
PROTECCIÓN AMBIENTAL,DEPENDENCIAS,SECRETARÍA DE MEDIO AMBIENTE DEL DISTRITO FEDERAL,,,,,,,,,,,,,"826,700,518"
PROTECCIÓN AMBIENTAL,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,188,923,595"
PROTECCIÓN AMBIENTAL,ÓRGANOS DESCONCENTRADOS,"AUTORIDAD DE LA ZONA PATRIMONIO MUNDIAL NATURAL Y CULTURAL DE LA HUMANIDAD EN XOCHIMILCO, TLÁHUAC Y MILPA ALTA",,,,,,,,,,,,,"7,748,564"
PROTECCIÓN AMBIENTAL,ÓRGANOS DESCONCENTRADOS,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"2,245,545,933"
PROTECCIÓN AMBIENTAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO AMBIENTAL PÚBLICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"150,288,008"
PROTECCIÓN AMBIENTAL,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,"51,238"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"21,061,400"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"29,510,237"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"18,601,223"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"142,259,278"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"33,681,935"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"165,130,507"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"8,930,592"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN IZTACALCO,,,,,,,,,,,,,"45,999,487"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"433,068,110"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"82,006,186"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"31,857,391"
PROTECCIÓN SOCIAL,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"2,600,492"
